NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed;
18;1;4;1:42.608;0;;35.074;0;34.308;0;33.226;0;137.7;7:03.369;08:56:25.685;0:35.074;0:34.308;0:33.226;214.3;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.074;34.308;33.226;24.540;24.540;10.534;35.074;19.380;54.454;14.928;1:09.382;13.353;1:22.735;19.873;1:42.608;
18;1;5;1:42.597;0;;34.517;2;34.776;0;33.304;0;137.7;8:45.966;08:58:08.282;0:34.517;0:34.776;0:33.304;213.0;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;34.517;34.776;33.304;24.290;24.290;10.227;34.517;19.398;53.915;15.378;1:09.293;13.308;1:22.601;19.996;1:42.597;
18;1;6;1:41.873;2;;34.648;0;34.092;2;33.133;0;138.7;10:27.839;08:59:50.155;0:34.648;0:34.092;0:33.133;212.2;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;34.648;34.092;33.133;24.326;24.326;10.322;34.648;19.324;53.972;14.768;1:08.740;13.155;1:21.895;19.978;1:41.873;
18;1;7;1:42.422;0;;35.217;0;34.297;0;32.908;2;138.0;12:10.261;09:01:32.577;0:35.217;0:34.297;0:32.908;212.2;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.217;34.297;32.908;24.585;24.585;10.632;35.217;19.518;54.735;14.779;1:09.514;12.999;1:22.513;19.909;1:42.422;
18;1;8;1:43.012;0;;35.469;0;34.406;0;33.137;0;137.2;13:53.273;09:03:15.589;0:35.469;0:34.406;0:33.137;214.3;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.469;34.406;33.137;24.646;24.646;10.823;35.469;19.536;55.005;14.870;1:09.875;13.089;1:22.964;20.048;1:43.012;
18;1;9;1:44.156;0;;35.115;0;35.379;0;33.662;0;135.7;15:37.429;09:04:59.745;0:35.115;0:35.379;0:33.662;214.3;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.115;35.379;33.662;24.628;24.628;10.487;35.115;20.289;55.404;15.090;1:10.494;13.135;1:23.629;20.527;1:44.156;
18;1;10;1:42.217;0;;34.660;0;34.302;0;33.255;0;138.2;17:19.646;09:06:41.962;0:34.660;0:34.302;0:33.255;212.2;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;34.660;34.302;33.255;24.325;24.325;10.335;34.660;19.414;54.074;14.888;1:08.962;13.223;1:22.185;20.032;1:42.217;
18;1;11;1:42.934;0;;34.817;0;34.631;0;33.486;0;137.3;19:02.580;09:08:24.896;0:34.817;0:34.631;0:33.486;213.0;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;FCY;34.817;34.631;33.486;24.344;24.344;10.473;34.817;19.358;54.175;15.273;1:09.448;13.058;1:22.506;20.428;1:42.934;
18;1;12;2:02.309;0;;37.577;0;38.027;0;46.705;0;115.5;21:04.889;09:10:27.205;0:37.577;0:38.027;0:46.705;197.1;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;FCY;37.577;38.027;46.705;26.588;26.588;10.989;37.577;21.048;58.625;16.979;1:15.604;17.953;1:33.557;28.752;2:02.309;
18;1;13;2:34.283;0;;57.209;0;49.327;0;47.747;0;91.6;23:39.172;09:13:01.488;0:57.209;0:49.327;0:47.747;152.1;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;FCY;57.209;49.327;47.747;45.550;45.550;11.659;57.209;32.244;1:29.453;17.083;1:46.536;19.266;2:05.802;28.481;2:34.283;
18;1;14;2:25.141;0;;55.577;0;45.356;0;44.208;0;97.4;26:04.313;09:15:26.629;0:55.577;0:45.356;0:44.208;163.1;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;FCY;55.577;45.356;44.208;44.428;44.428;11.149;55.577;28.825;1:24.402;16.531;1:40.933;18.815;1:59.748;25.393;2:25.141;
18;1;15;2:09.699;0;;50.466;0;38.275;0;40.958;0;108.9;28:14.012;09:17:36.328;0:50.466;0:38.275;0:40.958;178.2;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;50.466;38.275;40.958;39.479;39.479;10.987;50.466;22.833;1:13.299;15.442;1:28.741;17.109;1:45.850;23.849;2:09.699;
18;1;16;1:43.912;0;;35.782;0;34.534;0;33.596;0;136.0;29:57.924;09:19:20.240;0:35.782;0:34.534;0:33.596;205.3;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.782;34.534;33.596;25.262;25.262;10.520;35.782;19.459;55.241;15.075;1:10.316;13.418;1:23.734;20.178;1:43.912;
18;1;17;1:42.286;0;;34.916;0;34.124;0;33.246;0;138.1;31:40.210;09:21:02.526;0:34.916;0:34.124;0:33.246;214.3;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;34.916;34.124;33.246;24.453;24.453;10.463;34.916;19.242;54.158;14.882;1:09.040;13.126;1:22.166;20.120;1:42.286;
18;1;18;1:43.369;0;;34.924;0;34.851;0;33.594;0;136.7;33:23.579;09:22:45.895;0:34.924;0:34.851;0:33.594;213.0;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;34.924;34.851;33.594;24.594;24.594;10.330;34.924;19.463;54.387;15.388;1:09.775;13.106;1:22.881;20.488;1:43.369;
18;1;19;1:42.742;0;;35.404;0;34.180;0;33.158;0;137.5;35:06.321;09:24:28.637;0:35.404;0:34.180;0:33.158;213.0;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.404;34.180;33.158;24.884;24.884;10.520;35.404;19.307;54.711;14.873;1:09.584;13.029;1:22.613;20.129;1:42.742;
18;1;20;1:42.663;0;;35.216;0;34.233;0;33.214;0;137.6;36:48.984;09:26:11.300;0:35.216;0:34.233;0:33.214;210.1;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.216;34.233;33.214;24.754;24.754;10.462;35.216;19.288;54.504;14.945;1:09.449;13.233;1:22.682;19.981;1:42.663;
18;1;21;1:42.974;0;;35.263;0;34.541;0;33.170;0;137.2;38:31.958;09:27:54.274;0:35.263;0:34.541;0:33.170;214.3;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.263;34.541;33.170;24.739;24.739;10.524;35.263;19.323;54.586;15.218;1:09.804;13.164;1:22.968;20.006;1:42.974;
18;1;22;1:43.847;0;;35.530;0;35.020;0;33.297;0;136.1;40:15.805;09:29:38.121;0:35.530;0:35.020;0:33.297;213.0;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.530;35.020;33.297;24.843;24.843;10.687;35.530;19.816;55.346;15.204;1:10.550;13.151;1:23.701;20.146;1:43.847;
18;1;23;1:43.487;0;;35.488;0;34.469;0;33.530;0;136.5;41:59.292;09:31:21.608;0:35.488;0:34.469;0:33.530;213.0;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.488;34.469;33.530;24.725;24.725;10.763;35.488;19.314;54.802;15.155;1:09.957;12.981;1:22.938;20.549;1:43.487;
18;1;24;1:42.622;0;;35.023;0;34.347;0;33.252;0;137.7;43:41.914;09:33:04.230;0:35.023;0:34.347;0:33.252;213.0;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.023;34.347;33.252;24.442;24.442;10.581;35.023;19.324;54.347;15.023;1:09.370;12.895;1:22.265;20.357;1:42.622;
18;1;25;1:44.183;0;;35.416;0;35.000;0;33.767;0;135.6;45:26.097;09:34:48.413;0:35.416;0:35.000;0:33.767;212.2;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;GF;35.416;35.000;33.767;24.890;24.890;10.526;35.416;20.119;55.535;14.881;1:10.416;13.108;1:23.524;20.659;1:44.183;
18;1;26;1:43.419;0;;35.680;0;34.529;0;33.210;0;136.6;47:09.516;09:36:31.832;0:35.680;0:34.529;0:33.210;210.1;Rutledge Wood;;Am;Legends;Precision Racing LA;Toyota Gazoo Racing;FF;35.680;34.529;33.210;25.077;25.077;10.603;35.680;19.505;55.185;15.024;1:10.209;13.132;1:23.341;20.078;1:43.419;
2;1;1;1:45.842;0;;38.340;0;34.572;0;32.930;0;133.5;1:45.842;08:51:08.158;0:38.340;0:34.572;0:32.930;201.1;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;38.340;34.572;32.930;27.629;27.629;10.711;38.340;19.545;57.885;15.027;1:12.912;13.013;1:25.925;19.917;1:45.842;
2;1;2;1:40.501;0;;34.073;0;33.640;0;32.788;0;140.6;3:26.343;08:52:48.659;0:34.073;0:33.640;0:32.788;211.4;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.073;33.640;32.788;23.915;23.915;10.158;34.073;19.171;53.244;14.469;1:07.713;12.917;1:20.630;19.871;1:40.501;
2;1;3;1:40.480;0;;33.956;2;33.651;0;32.873;0;140.6;5:06.823;08:54:29.139;0:33.956;0:33.651;0:32.873;213.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;33.956;33.651;32.873;23.825;23.825;10.131;33.956;19.027;52.983;14.624;1:07.607;13.154;1:20.761;19.719;1:40.480;
2;1;4;1:40.305;2;;34.044;0;33.506;0;32.755;0;140.9;6:47.128;08:56:09.444;0:34.044;0:33.506;0:32.755;213.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.044;33.506;32.755;23.862;23.862;10.182;34.044;18.969;53.013;14.537;1:07.550;12.911;1:20.461;19.844;1:40.305;
2;1;5;1:41.932;0;;34.225;0;;0;;0;138.6;8:29.060;08:57:51.376;0:34.225;;;212.2;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.225;;;23.994;23.994;10.231;34.225;19.046;53.271;;;;1:22.173;19.759;1:41.932;
2;1;6;1:40.965;0;;34.519;0;33.890;0;32.556;0;140.0;10:10.025;08:59:32.341;0:34.519;0:33.890;0:32.556;214.3;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.519;33.890;32.556;24.015;24.015;10.504;34.519;19.313;53.832;14.577;1:08.409;12.884;1:21.293;19.672;1:40.965;
2;1;7;1:40.649;0;;34.570;0;33.452;2;32.627;0;140.4;11:50.674;09:01:12.990;0:34.570;0:33.452;0:32.627;213.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.570;33.452;32.627;24.333;24.333;10.237;34.570;18.881;53.451;14.571;1:08.022;12.867;1:20.889;19.760;1:40.649;
2;1;8;1:41.012;0;;34.600;0;33.594;0;32.818;0;139.9;13:31.686;09:02:54.002;0:34.600;0:33.594;0:32.818;213.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.600;33.594;32.818;24.273;24.273;10.327;34.600;19.096;53.696;14.498;1:08.194;13.029;1:21.223;19.789;1:41.012;
2;1;9;1:40.324;0;;34.095;0;33.677;0;32.552;2;140.9;15:12.010;09:04:34.326;0:34.095;0:33.677;0:32.552;211.4;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.095;33.677;32.552;23.930;23.930;10.165;34.095;19.135;53.230;14.542;1:07.772;12.837;1:20.609;19.715;1:40.324;
2;1;10;1:40.537;0;;34.109;0;33.634;0;32.794;0;140.6;16:52.547;09:06:14.863;0:34.109;0:33.634;0:32.794;211.4;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.109;33.634;32.794;23.946;23.946;10.163;34.109;19.077;53.186;14.557;1:07.743;12.981;1:20.724;19.813;1:40.537;
2;1;11;1:40.361;0;;34.063;0;33.704;0;32.594;0;140.8;18:32.908;09:07:55.224;0:34.063;0:33.704;0:32.594;212.2;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.063;33.704;32.594;23.900;23.900;10.163;34.063;19.075;53.138;14.629;1:07.767;12.883;1:20.650;19.711;1:40.361;
2;1;12;2:20.480;0;;42.698;0;48.199;0;49.583;0;100.6;20:53.388;09:10:15.704;0:42.698;0:48.199;0:49.583;210.1;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;42.698;48.199;49.583;25.518;25.518;17.180;42.698;31.194;1:13.892;17.005;1:30.897;19.458;1:50.355;30.125;2:20.480;
2;1;13;2:34.283;0;;55.663;0;49.350;0;49.270;0;91.6;23:27.671;09:12:49.987;0:55.663;0:49.350;0:49.270;118.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;55.663;49.350;49.270;42.456;42.456;13.207;55.663;31.341;1:27.004;18.009;1:45.013;20.789;2:05.802;28.481;2:34.283;
2;1;14;2:26.223;0;;52.394;0;47.807;0;46.022;0;96.6;25:53.894;09:15:16.210;0:52.394;0:47.807;0:46.022;123.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FCY;52.394;47.807;46.022;39.955;39.955;12.439;52.394;29.730;1:22.124;18.077;1:40.201;18.424;1:58.625;27.598;2:26.223;
2;1;15;2:14.053;0;;49.073;0;40.879;0;44.101;0;105.4;28:07.947;09:17:30.263;0:49.073;0:40.879;0:44.101;167.2;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;49.073;40.879;44.101;37.681;37.681;11.392;49.073;22.729;1:11.802;18.150;1:29.952;19.775;1:49.727;24.326;2:14.053;
2;1;16;1:42.885;0;;34.956;0;34.469;0;33.460;0;137.3;29:50.832;09:19:13.148;0:34.956;0:34.469;0:33.460;209.3;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.956;34.469;33.460;24.651;24.651;10.305;34.956;19.369;54.325;15.100;1:09.425;13.511;1:22.936;19.949;1:42.885;
2;1;17;1:41.803;0;;34.587;0;34.160;0;33.056;0;138.8;31:32.635;09:20:54.951;0:34.587;0:34.160;0:33.056;211.4;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.587;34.160;33.056;24.365;24.365;10.222;34.587;19.328;53.915;14.832;1:08.747;13.168;1:21.915;19.888;1:41.803;
2;1;18;1:41.431;0;;34.338;0;33.998;0;33.095;0;139.3;33:14.066;09:22:36.382;0:34.338;0:33.998;0:33.095;213.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.338;33.998;33.095;24.021;24.021;10.317;34.338;19.345;53.683;14.653;1:08.336;13.162;1:21.498;19.933;1:41.431;
2;1;19;1:41.324;0;;34.682;0;33.843;0;32.799;0;139.5;34:55.390;09:24:17.706;0:34.682;0:33.843;0:32.799;213.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.682;33.843;32.799;24.351;24.351;10.331;34.682;19.294;53.976;14.549;1:08.525;12.997;1:21.522;19.802;1:41.324;
2;1;20;1:40.647;0;;34.221;0;33.617;0;32.809;0;140.4;36:36.037;09:25:58.353;0:34.221;0:33.617;0:32.809;213.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.221;33.617;32.809;24.003;24.003;10.218;34.221;19.119;53.340;14.498;1:07.838;12.963;1:20.801;19.846;1:40.647;
2;1;21;1:40.685;0;;34.184;0;33.722;0;32.779;0;140.3;38:16.722;09:27:39.038;0:34.184;0:33.722;0:32.779;212.2;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.184;33.722;32.779;23.949;23.949;10.235;34.184;19.165;53.349;14.557;1:07.906;12.963;1:20.869;19.816;1:40.685;
2;1;22;1:40.376;0;;34.163;0;33.542;0;32.671;0;140.8;39:57.098;09:29:19.414;0:34.163;0:33.542;0:32.671;211.4;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.163;33.542;32.671;23.921;23.921;10.242;34.163;19.015;53.178;14.527;1:07.705;12.905;1:20.610;19.766;1:40.376;
2;1;23;1:40.723;0;;34.234;0;33.866;0;32.623;0;140.3;41:37.821;09:31:00.137;0:34.234;0:33.866;0:32.623;211.4;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.234;33.866;32.623;24.049;24.049;10.185;34.234;19.194;53.428;14.672;1:08.100;12.900;1:21.000;19.723;1:40.723;
2;1;24;1:41.111;0;;34.408;0;33.855;0;32.848;0;139.8;43:18.932;09:32:41.248;0:34.408;0:33.855;0:32.848;213.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.408;33.855;32.848;23.984;23.984;10.424;34.408;19.160;53.568;14.695;1:08.263;13.068;1:21.331;19.780;1:41.111;
2;1;25;1:41.848;0;;34.187;0;34.809;0;32.852;0;138.7;45:00.780;09:34:23.096;0:34.187;0:34.809;0:32.852;213.0;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;GF;34.187;34.809;32.852;23.971;23.971;10.216;34.187;19.740;53.927;15.069;1:08.996;13.018;1:22.014;19.834;1:41.848;
2;1;26;1:40.943;0;;34.204;0;33.736;0;33.003;0;140.0;46:41.723;09:36:04.039;0:34.204;0:33.736;0:33.003;212.2;Will Robusto;;Am;;RVA Graphics Motorsports by Speed Syndicate;Toyota Gazoo Racing;FF;34.204;33.736;33.003;23.960;23.960;10.244;34.204;19.065;53.269;14.671;1:07.940;13.126;1:21.066;19.877;1:40.943;
20;1;1;1:55.175;0;;43.786;0;36.847;0;34.542;0;122.7;1:55.175;08:51:17.491;0:43.786;0:36.847;0:34.542;191.2;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;43.786;36.847;34.542;32.290;32.290;11.496;43.786;20.955;1:04.741;15.892;1:20.633;14.029;1:34.662;20.513;1:55.175;
20;1;2;1:49.003;0;;38.063;0;36.439;0;34.501;0;129.6;3:44.178;08:53:06.494;0:38.063;0:36.439;0:34.501;207.3;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;38.063;36.439;34.501;27.129;27.129;10.934;38.063;20.531;58.594;15.908;1:14.502;13.768;1:28.270;20.733;1:49.003;
20;1;3;1:48.149;0;;36.707;0;36.674;0;34.768;0;130.7;5:32.327;08:54:54.643;0:36.707;0:36.674;0:34.768;205.3;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;36.707;36.674;34.768;25.833;25.833;10.874;36.707;20.554;57.261;16.120;1:13.381;13.900;1:27.281;20.868;1:48.149;
20;1;4;1:47.904;0;;36.712;0;36.572;0;34.620;0;131.0;7:20.231;08:56:42.547;0:36.712;0:36.572;0:34.620;202.2;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;36.712;36.572;34.620;25.848;25.848;10.864;36.712;20.360;57.072;16.212;1:13.284;13.708;1:26.992;20.912;1:47.904;
20;1;5;1:47.296;0;;36.617;0;36.240;0;34.439;0;131.7;9:07.527;08:58:29.843;0:36.617;0:36.240;0:34.439;203.0;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;36.617;36.240;34.439;25.739;25.739;10.878;36.617;20.079;56.696;16.161;1:12.857;13.477;1:26.334;20.962;1:47.296;
20;1;6;1:47.901;0;;36.008;0;36.521;0;35.372;0;131.0;10:55.428;09:00:17.744;0:36.008;0:36.521;0:35.372;205.3;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;36.008;36.521;35.372;25.277;25.277;10.731;36.008;20.293;56.301;16.228;1:12.529;13.615;1:26.144;21.757;1:47.901;
20;1;7;1:45.995;0;;36.248;0;35.726;0;34.021;0;133.3;12:41.423;09:02:03.739;0:36.248;0:35.726;0:34.021;204.2;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;36.248;35.726;34.021;25.567;25.567;10.681;36.248;19.865;56.113;15.861;1:11.974;13.293;1:25.267;20.728;1:45.995;
20;1;8;1:45.905;0;;36.016;0;35.761;0;34.128;0;133.4;14:27.328;09:03:49.644;0:36.016;0:35.761;0:34.128;205.3;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;36.016;35.761;34.128;25.362;25.362;10.654;36.016;19.987;56.003;15.774;1:11.777;13.418;1:25.195;20.710;1:45.905;
20;1;9;1:46.243;0;;35.896;0;36.333;0;34.014;0;133.0;16:13.571;09:05:35.887;0:35.896;0:36.333;0:34.014;205.3;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;35.896;36.333;34.014;25.170;25.170;10.726;35.896;20.434;56.330;15.899;1:12.229;13.460;1:25.689;20.554;1:46.243;
20;1;10;1:48.148;0;;37.073;0;36.202;0;34.873;0;130.7;18:01.719;09:07:24.035;0:37.073;0:36.202;0:34.873;205.3;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;37.073;36.202;34.873;26.076;26.076;10.997;37.073;20.141;57.214;16.061;1:13.275;13.846;1:27.121;21.027;1:48.148;
20;1;11;1:50.421;0;;35.970;0;37.269;0;37.182;0;128.0;19:52.140;09:09:14.456;0:35.970;0:37.269;0:37.182;204.2;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FCY;35.970;37.269;37.182;25.325;25.325;10.645;35.970;20.858;56.828;16.411;1:13.239;15.833;1:29.072;21.349;1:50.421;
20;1;12;1:52.551;0;;39.198;0;36.891;0;36.462;0;125.5;21:44.691;09:11:07.007;0:39.198;0:36.891;0:36.462;190.1;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FCY;39.198;36.891;36.462;27.712;27.712;11.486;39.198;20.372;59.570;16.519;1:16.089;14.741;1:30.830;21.721;1:52.551;
20;1;13;2:00.263;0;;38.406;0;36.850;0;45.007;0;117.5;23:44.954;09:13:07.270;0:38.406;0:36.850;0:45.007;193.2;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FCY;38.406;36.850;45.007;27.427;27.427;10.979;38.406;20.460;58.866;16.390;1:15.256;16.580;1:31.836;28.427;2:00.263;
20;1;14;2:21.814;0;;53.318;0;45.221;0;43.275;0;99.6;26:06.768;09:15:29.084;0:53.318;0:45.221;0:43.275;162.2;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;FCY;53.318;45.221;43.275;41.651;41.651;11.667;53.318;28.471;1:21.789;16.750;1:38.539;18.831;1:57.370;24.444;2:21.814;
20;1;15;2:08.122;0;;50.277;0;38.568;0;39.277;0;110.3;28:14.890;09:17:37.206;0:50.277;0:38.568;0:39.277;181.2;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;50.277;38.568;39.277;38.959;38.959;11.318;50.277;22.439;1:12.716;16.129;1:28.845;15.889;1:44.734;23.388;2:08.122;
20;1;16;1:47.514;0;;36.331;0;36.763;0;34.420;0;131.4;30:02.404;09:19:24.720;0:36.331;0:36.763;0:34.420;203.0;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;36.331;36.763;34.420;25.555;25.555;10.776;36.331;20.515;56.846;16.248;1:13.094;13.957;1:27.051;20.463;1:47.514;
20;1;17;1:46.254;0;;35.679;0;36.045;0;34.530;0;133.0;31:48.658;09:21:10.974;0:35.679;0:36.045;0:34.530;207.3;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;35.679;36.045;34.530;24.960;24.960;10.719;35.679;20.091;55.770;15.954;1:11.724;13.734;1:25.458;20.796;1:46.254;
20;1;18;1:45.894;0;;35.703;0;35.749;0;34.442;0;133.4;33:34.552;09:22:56.868;0:35.703;0:35.749;0:34.442;206.1;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;35.703;35.749;34.442;25.151;25.151;10.552;35.703;20.036;55.739;15.713;1:11.452;13.323;1:24.775;21.119;1:45.894;
20;1;19;1:45.493;0;;35.811;0;35.526;2;34.156;0;133.9;35:20.045;09:24:42.361;0:35.811;0:35.526;0:34.156;206.1;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;35.811;35.526;34.156;25.184;25.184;10.627;35.811;19.648;55.459;15.878;1:11.337;13.486;1:24.823;20.670;1:45.493;
20;1;20;1:46.075;0;;36.066;0;36.114;0;33.895;0;133.2;37:06.120;09:26:28.436;0:36.066;0:36.114;0:33.895;207.3;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;36.066;36.114;33.895;25.276;25.276;10.790;36.066;20.093;56.159;16.021;1:12.180;13.460;1:25.640;20.435;1:46.075;
20;1;21;1:46.073;0;;36.048;0;35.819;0;34.206;0;133.2;38:52.193;09:28:14.509;0:36.048;0:35.819;0:34.206;207.3;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;36.048;35.819;34.206;25.186;25.186;10.862;36.048;20.081;56.129;15.738;1:11.867;13.589;1:25.456;20.617;1:46.073;
20;1;22;1:45.674;0;;35.612;2;36.010;0;34.052;0;133.7;40:37.867;09:30:00.183;0:35.612;0:36.010;0:34.052;206.1;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;35.612;36.010;34.052;24.823;24.823;10.789;35.612;20.073;55.685;15.937;1:11.622;13.531;1:25.153;20.521;1:45.674;
20;1;23;1:45.118;2;;35.659;0;35.620;0;33.839;2;134.4;42:22.985;09:31:45.301;0:35.659;0:35.620;0:33.839;206.1;Ramon Llano;;Am;;Eagles Canyon Racing Powered by Fast Track;Toyota Gazoo Racing;GF;35.659;35.620;33.839;24.891;24.891;10.768;35.659;19.823;55.482;15.797;1:11.279;13.552;1:24.831;20.287;1:45.118;
